user_id,first_alert_date,last_obs_date,n_alert_transitions,max_consecutive_no_response_windows,lead_time_days,final_label,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
RAY-X1-9_Ratan,2023-04-09,2025-03-06,17,214,697,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RBULLARD-4S7F11_rbullard,2024-03-30,2024-09-17,6,38,171,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RDONAHUE-0A2BYP_rdonahue,2024-10-18,2025-07-23,5,139,278,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RLOTRINIA-A7W6D_rlotrinia,2023-07-24,2025-09-17,15,111,786,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RMCCARTHY2-0063_rmccarthy2,2025-05-19,2026-01-02,5,58,228,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RMCFADDEN1-S8MT_rmcfadden1,2025-12-15,2026-04-16,1,36,122,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
ROROSAS-F4HH26Y_rorosas,2023-10-16,2025-09-04,12,366,689,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
ROROSAS-W0BX6X0_rorosas,2024-10-04,2025-05-12,4,48,220,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RSEKINOXF43CNVB_rsekino,2023-08-05,2025-03-31,10,260,604,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RTWALL-PF4JTB8S_rtwall,2024-06-03,2024-07-26,2,56,53,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RUBYHE_HEHP,2025-01-11,2025-12-01,4,41,324,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SAYINGZIYIN_yinsyz1,2023-06-05,2024-10-25,6,95,508,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SBARATAM-000032_sbaratam,2025-07-05,2025-09-05,1,43,62,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SDESCHENES-FH3M_sdeschenes,2023-12-08,2025-11-12,11,92,705,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SDILLARD1-GR30Q_sdillard1,2025-08-03,2025-12-18,2,38,137,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SHAUSER-W0J2TNX_shauser,2025-12-06,2026-01-12,1,33,37,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SHIGE_MS2ARL,2025-07-14,2025-08-26,2,42,43,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SHIGE_TH1SVT,2024-11-16,2024-12-23,2,50,37,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SHIGUCHI-3_shiguchi,2024-03-16,2024-05-21,1,0,66,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SIWAI-PF43AVX9_siwai,2023-05-23,2024-07-06,5,127,410,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SIWAI-PF462GGQ_localuser,2024-09-04,2024-10-28,2,105,54,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SIWAI-PF462GGQ_siwai,2024-09-04,2024-10-21,2,98,47,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SIWAI-PF5P5JF7_siwai,2026-02-16,2026-06-01,2,49,105,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SKADUKUNTLA-MTB_skadukuntla,2025-08-23,2026-01-31,2,57,161,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SKEENER-W0A2BT8_skeener,2024-05-26,2026-05-27,1,78,731,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SSUGIMOTO2-6_ssugimoto2,2024-04-22,2025-06-09,12,46,413,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SSUGIMOTO2-7_ssugimoto2,2024-07-20,2026-05-13,16,140,662,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SSUGIMOTO2-PSSK_ssugimoto2,2026-01-31,2026-05-15,1,23,104,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
STAHAMTAN-MLH1C_stahamtan,2024-02-12,2026-05-28,24,174,836,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
STEVENLONG-EKAH_stevenlong,2025-03-16,2025-04-10,1,30,25,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
SWIGGINS-0HBMT4_swiggins,2025-09-14,2026-05-26,1,38,254,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
T14S-GEN5-REX_shensl3,2024-08-25,2025-09-28,4,88,399,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
T14S2IN1_robbiet,2025-07-15,2025-08-11,1,58,27,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
T14SG5-CBLI_cblindenbacher,2024-07-26,2026-05-28,1,44,671,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TAJISAKA-49SXPJ_tajisaka,2023-07-24,2026-01-15,25,283,906,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TBERDAR-F4G0ASQ_tberdar,2023-10-29,2024-02-01,4,126,95,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TBERDAR-F5DC8CG_tberdar,2025-04-04,2026-03-02,3,96,332,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
THAMES2BESVT_apham,2025-03-30,2025-04-15,1,32,16,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
THAMES2EEPSVT_apham,2024-12-06,2024-12-12,1,53,6,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
THAMES_SIT,2023-10-30,2024-01-25,2,37,87,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
THANNA-PF3SLBYQ_thanna,2024-04-30,2025-10-05,3,37,523,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TKOIKE-PF43BEK1_tkoide,2023-11-14,2026-05-25,4,52,923,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TLIN29-PF4EHFCT_tlin29,2023-10-23,2024-05-30,8,133,220,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TM1SIT1XPF4LA6X_EEP,2024-03-30,2025-08-04,7,2,492,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TMORIWAKI-00019_tmoriwaki,2024-07-06,2024-11-27,3,87,144,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TNAKAMURA8-CRZW_tnakamura8,2023-04-11,2025-06-12,17,299,793,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TOM_thiller,2025-07-26,2026-05-26,4,26,304,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TP-X1C-G11_emmet,2023-06-25,2023-10-19,4,39,116,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TPARRISH2-00047_tparrish2,2026-04-18,2026-05-13,1,52,25,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TRICHARDSON-GP9_trichardson,2023-09-24,2025-05-12,15,224,596,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TRICHARDSON-NKH_trichardson,2026-01-16,2026-05-26,2,63,130,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TSCOTT2-F4RVJLS_tscott2,2024-11-29,2025-06-02,2,68,185,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TSCOTT2-F58PHQH_tscott2,2025-05-16,2026-04-20,8,253,339,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TSUZUKI26-9VQR2_tsuzuki26,2023-09-11,2025-10-03,13,289,753,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TTARRATS-09S0Z9_ttarrats,2024-05-28,2024-08-16,3,23,80,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
TYLER_tparrish2,2026-03-03,2026-05-01,2,31,59,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
WANGLYB-5FGJED_wanglyb,2025-06-08,2025-07-22,2,75,44,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
WANGTC3-F4210KH_wangtc3,2023-06-22,2025-06-10,19,131,719,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
WCHANG11-4C429A_wchang11,2024-12-04,2026-05-27,4,16,539,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
WCHANG11-4Y8ZWG_wchang11,2024-08-16,2026-05-18,11,71,640,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
WFELTER-F5HN5KV_wfelter,2026-05-11,2026-05-19,1,20,8,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1-CARBON-G12_hewei,2024-11-26,2025-02-07,1,0,73,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1C-G13-TK_E28508,2025-01-24,2026-05-07,2,27,468,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1C_LNL,2025-10-05,2026-01-24,3,69,111,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1FOLD16-TK_E28508,2023-07-11,2023-10-13,2,51,94,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1FOLDSVT_laher,2023-10-09,2024-10-24,1,36,381,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1YADL_KMK,2023-06-29,2024-06-10,12,222,347,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X1_2-IN-1,2025-08-12,2025-10-03,2,60,52,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X9-14_SVT,2025-03-18,2025-04-18,1,39,31,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X9-TK_E28508,2025-01-05,2025-09-26,1,57,264,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
X9ALADDIN-NAITO_arima,2025-04-01,2025-09-08,4,30,160,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
XIUQIN_liuxq13,2026-01-16,2026-04-27,2,65,101,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
XLIN3-PF4RXZPZ_xlin3,2024-08-14,2026-01-12,7,157,516,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
Y25872-PC2DR71X_y25872,2023-08-18,2026-05-28,25,119,1014,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YANGYQ-PF50KB95_yangyq,2024-12-16,2026-02-03,6,59,414,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YICHIKAWA3-M43N_yichikawa3,2026-03-13,2026-05-28,3,110,76,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YINGNIE-W01KL34_yingnie,2023-07-05,2024-03-06,7,55,245,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YNAN-PF4FDG4X_qizha,2023-10-08,2024-01-20,1,52,104,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YNAN-PF4FDG4X_ynan,2023-10-08,2024-01-17,1,52,101,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YSONE-PF3993EL_ysone,2023-07-26,2025-08-22,9,135,758,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YSUZUKI11-9S4B8_ysuzuki11,2023-04-14,2024-06-26,15,470,439,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YTAGAMI-F3TQANR_ytagami,2023-06-03,2025-07-16,16,258,774,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YTAKEDA1-15_ytakeda1,2024-08-05,2026-05-21,4,23,654,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
YWADA-PF49SXTB_ywada,2023-06-19,2024-05-30,7,130,346,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
